COUNTRY,AVG_YR_SCH
Afghanistan,1.5952808
Albania,9.148571
Algeria,6.17
American Samoa,-1.0
Andorra,10.41
Angola,3.6667945
Anguilla,-1.0
Antarctica,-1.0
Antigua and Barbuda,9.988963
Argentina,10.19
Armenia,10.84
Aruba,-1.0
Australia,11.64
Austria,11.545
Azerbaijan,10.54
Azores,-1.0
Bahamas,11.532
Bahrain,8.167778
Bangladesh,4.7999997
Barbados,9.545142
Belarus,10.914334
Belgium,11.05
Belize,8.521999
Benin,2.5107334
Bermuda,-1.0
Bhutan,-1.0
Bolivia,6.9
Bonaire,-1.0
Bosnia and Herzegovina,6.69163
Botswana,8.398
Bouvet Island,-1.0
Brazil,6.32
British Indian Ocean Territory,-1.0
British Virgin Islands,-1.0
Brunei Darussalam,-1.0
Bulgaria,10.42
Burkina Faso,1.32
Burundi,2.3222222
Cabo Verde,-1.0
Cambodia,3.808497
Cameroon,3.4296365
Canada,13.32
Canarias,-1.0
Cayman Islands,-1.0
Central African Republic,3.0120208
Chad,1.592
Chile,9.773334
China,6.684
Christmas Island,-1.0
Cocos Islands,-1.0
Colombia,6.8
Comoros,3.65862
Congo,7.51628
Congo DRC,-1.0
Cook Islands,-1.0
Costa Rica,8.0322895
Côte d'Ivoire,-1.0
Croatia,10.535
Cuba,10.702
Curacao,-1.0
Cyprus,10.97
Czech Republic,-1.0
Denmark,12.74
Djibouti,2.0645514
Dominica,8.343772
Dominican Republic,7.012215
Ecuador,7.662941
Egypt,6.42
El Salvador,5.73
Equatorial Guinea,6.9581356
Eritrea,4.7034745
Estonia,13.2
Eswatini,4.7836566
Ethiopia,1.9411409
Falkland Islands,-1.0
Faroe Islands,-1.0
Fiji,9.099091
Finland,12.23
France,10.445
French Guiana,-1.0
French Polynesia,-1.0
French Southern Territories,-1.0
Gabon,7.05
Gambia,2.7588024
Georgia,12.152
Germany,13.6
Ghana,5.5207186
Gibraltar,-1.0
Glorioso Islands,-1.0
Greece,10.1
Greenland,-1.0
Grenada,8.815501
Guadeloupe,-1.0
Guam,-1.0
Guatemala,3.65
Guernsey,-1.0
Guinea,1.5257143
Guinea-Bissau,2.27117
Guyana,6.6937976
Haiti,4.364027
Heard Island and McDonald Islands,-1.0
Honduras,4.9409504
Hungary,11.075
Iceland,12.56
India,4.634917
Indonesia,7.59
Iran,9.87
Iraq,6.0926347
Ireland,11.37
Isle of Man,-1.0
Israel,11.78
Italy,9.39
Jamaica,8.0225
Japan,12.352
Jersey,-1.0
Jordan,8.832001
Juan De Nova Island,-1.0
Kazakhstan,11.2725
Kenya,6.080958
Kiribati,8.02717
Kuwait,6.14
Kyrgyzstan,10.689
Laos,4.681333
Latvia,12.3
Lebanon,7.8434567
Lesotho,5.83
Liberia,3.9142063
Libya,6.614
Liechtenstein,11.590291
Lithuania,12.01
Luxembourg,11.5375
Madagascar,4.5215235
Madeira,-1.0
Malawi,3.925727
Malaysia,8.0825
Maldives,3.79
Mali,1.44
Malta,9.82
Marshall Islands,-1.0
Martinique,-1.0
Mauritania,3.4903767
Mauritius,7.5109096
Mayotte,-1.0
Mexico,7.87
Micronesia,-1.0
Moldova,11.034244
Monaco,-1.0
Mongolia,9.64
Montenegro,10.755
Montserrat,-1.0
Morocco,3.88
Mozambique,2.1896539
Myanmar,3.3431816
Namibia,6.1765165
Nauru,7.5983152
Nepal,3.26
Netherlands,11.89
New Caledonia,-1.0
New Zealand,13.32
Nicaragua,7.5084243
Niger,1.4036036
Nigeria,5.711049
Niue,-1.0
Norfolk Island,-1.0
North Korea,-1.0
North Macedonia,8.261354
Northern Mariana Islands,-1.0
Norway,12.37
Oman,7.302
Pakistan,4.57
Palau,12.413167
Palestinian Territory,-1.0
Panama,8.72
Papua New Guinea,3.7466698
Paraguay,7.07
Peru,7.93
Philippines,8.675
Pitcairn,-1.0
Poland,11.93
Portugal,7.62
Puerto Rico,-1.0
Qatar,9.086666
Réunion,-1.0
Romania,10.408
Russian Federation,-1.0
Rwanda,3.1856716
Saba,-1.0
Saint Barthelemy,-1.0
Saint Eustatius,-1.0
Saint Helena,-1.0
Saint Kitts and Nevis,8.733878
Saint Lucia,8.0078945
Saint Martin,-1.0
Saint Pierre and Miquelon,-1.0
Saint Vincent and the Grenadines,9.880703
Samoa,11.3
San Marino,9.562409
Sao Tome and Principe,4.9887576
Saudi Arabia,7.9955554
Senegal,1.54
Serbia,9.393333
Seychelles,10.565282
Sierra Leone,3.1969001
Singapore,10.11
Sint Maarten,-1.0
Slovakia,11.38
Slovenia,11.81
Solomon Islands,5.3301783
Somalia,-1.0
South Africa,8.95
South Georgia and South Sandwich Islands,-1.0
South Korea,11.1475
South Sudan,-1.0
Spain,9.03
Sri Lanka,10.38
Sudan,2.97
Suriname,7.820864
Svalbard,-1.0
Sweden,12.33
Switzerland,11.7396965
Syria,6.234
Tajikistan,11.018824
Tanzania,4.76
Thailand,6.97
Timor-Leste,-1.0
Togo,3.2935033
Tokelau,-1.0
Tonga,10.07
Trinidad and Tobago,9.961111
Tunisia,5.974705
Turkiye,-1.0
Turkmenistan,10.880991
Turks and Caicos Islands,-1.0
Tuvalu,8.998943
Uganda,4.8
Ukraine,11.366391
United Arab Emirates,9.158181
United Kingdom,12.250035
United States,12.91
United States Minor Outlying Islands,-1.0
Uruguay,8.0
US Virgin Islands,-1.0
Uzbekistan,10.602306
Vanuatu,5.667716
Vatican City,-1.0
Venezuela,7.51
Vietnam,6.909586
Wallis and Futuna,-1.0
Yemen,2.237337
Zambia,5.9367714
Zimbabwe,7.258
